,time,video_jump,response_speed,response_type,quest_threshold,quest_sd
0,0,1.0,-35.53975919994991,missed,0.8284713388870533,0.3918952216917611
1,0,-1.0,-36.756488199927844,missed,0.8284713388870533,0.3918952216917611
2,0,-1.0,-36.756488199927844,correct rejection,0.8284713388870533,0.3918952216917611
3,0,-0.8585125026408056,-38.74095019989181,missed,1.0829760160783524,0.3229166490407247
4,0,-1.0,-39.48280699993484,missed,1.2423334709804317,0.2685121027651435
5,0,0.8585125026408056,-40.188329199911095,missed,1.0829760160783524,0.3229166490407247
6,0,1.0,-41.101287199999206,missed,1.2423334709804317,0.2685121027651435
7,0,1.0,-41.101287199999206,correct rejection,1.2423334709804317,0.2685121027651435
8,0,1.0,-41.101287199999206,correct rejection,1.2423334709804317,0.2685121027651435
9,0,1.0,-48.689701700001024,missed,1.3124768753222413,0.2431166740053778
10,0,1.0,-48.689701700001024,correct rejection,1.3124768753222413,0.2431166740053778
11,0,-1.0,-49.91716959991027,missed,1.3124768753222413,0.2431166740053778
12,0,-1.0,-49.91716959991027,correct rejection,1.3124768753222413,0.2431166740053778
13,0,-1.0,-51.234581999946386,missed,1.351064741007436,0.23449804561728632
14,0,-1.0,-51.89111219998449,missed,1.3779896621782424,0.2302502452531039
15,0,1.0,-52.58354729996063,missed,1.351064741007436,0.23449804561728632
16,0,-1.0,-53.78762839990668,missed,1.3990253947255313,0.22735192471350638
17,0,-1.0,-53.78762839990668,correct rejection,1.3990253947255313,0.22735192471350638
18,0,-1.0,-53.78762839990668,correct rejection,1.3990253947255313,0.22735192471350638
19,0,-1.0,-53.78762839990668,correct rejection,1.3990253947255313,0.22735192471350638
20,0,-1.0,-53.78762839990668,correct rejection,1.3990253947255313,0.22735192471350638
21,0,-1.0,-53.78762839990668,correct rejection,1.3990253947255313,0.22735192471350638
22,0,1.0,-58.374591399915516,missed,1.3779896621782424,0.2302502452531039
23,0,-1.0,-59.34682369988877,missed,1.4163896730652228,0.22509036127712267
24,0,-1.0,-60.1317974999547,missed,1.431203199150185,0.22322392844842973
